name, result, bool var, arith var, conflict, decision, stage, learned added
Masse_true-termination.c_Iteration1_Loop_2-pieceTemplate, timeout, , , , , , 
Masse_true-termination.c_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
Masse_true-termination.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
NoriSharma-2013FSE-Fig7_true-termination.c_Iteration1_Loop_3-pieceTemplate, unsat, , , 8048, 18137, 29822, 
NoriSharma-2013FSE-Fig7_true-termination.c_Iteration1_Loop_4-phaseTemplate, sat, , , 2088, 2041, 2652, 
NoriSharma-2013FSE-Fig7_true-termination.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
NoriSharma-2013FSE-Fig7_true-termination.c_Iteration1_Loop_5-phaseTemplate, sat, , , 1827, 2068, 2885, 
NoriSharma-2013FSE-Fig7_true-termination.c_Iteration1_Loop_6-phaseTemplate, sat, , , 800, 984, 2396, 
NoriSharma-2013FSE-Fig7_true-termination.c_Iteration1_Loop_7-phaseTemplate, sat, , , 4879, 3895, 6462, 
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Lasso_3-phaseTemplate, timeout, , , , , , 
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Lasso_4-phaseTemplate, timeout, , , , , , 
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Lasso_5-phaseTemplate, timeout, , , , , , 
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Lasso_6-phaseTemplate, timeout, , , , , , 
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Lasso_7-phaseTemplate, timeout, , , , , , 
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_3-phaseTemplate, timeout, , , , , , 
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_4-phaseTemplate, timeout, , , , , , 
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_5-phaseTemplate, timeout, , , , , , 
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_6-phaseTemplate, timeout, , , , , , 
NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_7-phaseTemplate, timeout, , , , , , 
PodelskiRybalchenko-2004VMCAI-Ex2_true-termination.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
PodelskiRybalchenko-2004VMCAI-Ex2_true-termination.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
PodelskiRybalchenko-2004VMCAI-Ex2_true-termination.c_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
PodelskiRybalchenko-2004VMCAI-Ex2_true-termination.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Lasso_2-pieceTemplate, timeout, , , , , , 
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Lasso_3-lexTemplate, unsat, , , 8507, 14612, 65564, 
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Lasso_4-lexTemplate, timeout, , , , , , 
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Lasso_7-phaseTemplate, unsat, , , 2355, 7763, 17561, 
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_2-pieceTemplate, timeout, , , , , , 
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_3-lexTemplate, unsat, , , 8507, 14612, 65564, 
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_4-lexTemplate, timeout, , , , , , 
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
TelAviv-Amir-Minimum_true-termination.c_Iteration1_Loop_7-phaseTemplate, unsat, , , 2355, 7763, 17561, 
Toulouse-BranchesToLoop_true-termination.c_Iteration1_Lasso_2-pieceTemplate, unsat, , , 33783, 26288, 28029, 
Toulouse-BranchesToLoop_true-termination.c_Iteration1_Lasso_3-pieceTemplate, unsat, , , 35019, 36826, 40557, 
Toulouse-BranchesToLoop_true-termination.c_Iteration1_Lasso_4-pieceTemplate, unsat, , , 17439, 29211, 32732, 
Urban_true-termination.c_Iteration1_Loop_affineTemplate, timeout, , , , , , 
aviad_true-termination.c_Iteration1_Loop_2-lexTemplate, timeout, , , , , , 
aviad_true-termination.c_Iteration1_Loop_2-nestedTemplate, timeout, , , , , , 
aviad_true-termination.c_Iteration1_Loop_2-phaseTemplate, timeout, , , , , , 
aviad_true-termination.c_Iteration1_Loop_2-pieceTemplate, timeout, , , , , , 
aviad_true-termination.c_Iteration1_Loop_3-lexTemplate, timeout, , , , , , 
aviad_true-termination.c_Iteration1_Loop_3-nestedTemplate, timeout, , , , , , 
aviad_true-termination.c_Iteration1_Loop_3-phaseTemplate, timeout, , , , , , 
aviad_true-termination.c_Iteration1_Loop_3-pieceTemplate, memoryout, , , , , , 
aviad_true-termination.c_Iteration1_Loop_4-lexTemplate, timeout, , , , , , 
aviad_true-termination.c_Iteration1_Loop_4-nestedTemplate, timeout, , , , , , 
aviad_true-termination.c_Iteration1_Loop_4-phaseTemplate, timeout, , , , , , 
aviad_true-termination.c_Iteration1_Loop_5-nestedTemplate, timeout, , , , , , 
aviad_true-termination.c_Iteration1_Loop_5-phaseTemplate, timeout, , , , , , 
aviad_true-termination.c_Iteration1_Loop_6-nestedTemplate, timeout, , , , , , 
aviad_true-termination.c_Iteration1_Loop_6-phaseTemplate, timeout, , , , , , 
aviad_true-termination.c_Iteration1_Loop_7-nestedTemplate, timeout, , , , , , 
aviad_true-termination.c_Iteration1_Loop_7-phaseTemplate, timeout, , , , , , 
aviad_true-termination.c_Iteration1_Loop_affineTemplate, timeout, , , , , , 
gcd1_true-termination.c_Iteration3_Loop_4-pieceTemplate, sat, , , 1443, 3357, 4548, 
joey_false-termination.c_Iteration2_Loop_3-pieceTemplate, timeout, , , , , , 
joey_false-termination.c_Iteration2_Loop_4-pieceTemplate, timeout, , , , , , 
joey_false-termination.c_Iteration2_Loop_5-phaseTemplate, unsat, , , 8767, 46024, 81235, 
joey_false-termination.c_Iteration2_Loop_6-phaseTemplate, timeout, , , , , , 
joey_false-termination.c_Iteration2_Loop_7-phaseTemplate, timeout, , , , , , 
min_rf_true-termination.c_Iteration1_Lasso_2-pieceTemplate, sat, , , 18959, 43853, 105187, 
min_rf_true-termination.c_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
min_rf_true-termination.c_Iteration1_Lasso_4-lexTemplate, timeout, , , , , , 
min_rf_true-termination.c_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
min_rf_true-termination.c_Iteration1_Loop_2-pieceTemplate, timeout, , , , , , 
min_rf_true-termination.c_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
min_rf_true-termination.c_Iteration1_Loop_4-lexTemplate, timeout, , , , , , 
min_rf_true-termination.c_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
2013POPL-BenAmGen-Ex3.20.bpl_Iteration1_Lasso_3-pieceTemplate, unsat, , , 4319, 5178, 6544, 
2013POPL-BenAmGen-Ex3.20.bpl_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
2013POPL-BenAmGen-Ex3.20.bpl_Iteration1_Loop_3-pieceTemplate, unsat, , , 4319, 5178, 6544, 
2013POPL-BenAmGen-Ex3.20.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
2013POPL-BenAmGen-Ex3.6.bpl_Iteration1_Loop_3-pieceTemplate, unsat, , , 12707, 17719, 22279, 
2013POPL-BenAmGen-Ex3.6.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Lasso_2-pieceTemplate, timeout, , , , , , 
2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Loop_2-pieceTemplate, timeout, , , , , , 
2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
2013POPL-BenAmGen-Ex4.2.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
ATVA2013-diff42-int.bpl_Iteration1_Lasso_4-lexTemplate, unsat, , , 1279, 6368, 13155, 
ATVA2013-diff42-int.bpl_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
ATVA2013-yPositive-int.bpl_Iteration1_Loop_3-pieceTemplate, unsat, , , 41124, 32229, 37886, 
ATVA2013-yPositive-int.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
ATVA2013-yPositive-real.bpl_Iteration1_Loop_3-pieceTemplate, unsat, , , 41176, 32272, 37929, 
ATVA2013-yPositive-real.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
ATVA2013-zeno-int.bpl_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
BenAmram-2010LMCS-Ex2.3.bpl_Iteration1_Lasso_2-pieceTemplate, timeout, , , , , , 
BenAmram-2010LMCS-Ex2.3.bpl_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
BenAmram-2010LMCS-Ex2.3.bpl_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
BenAmram-2010LMCS-Ex2.3.bpl_Iteration1_Loop_2-pieceTemplate, timeout, , , , , , 
BenAmram-2010LMCS-Ex2.3.bpl_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
BenAmram-2010LMCS-Ex2.3.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
Benghazi.bpl_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
Benghazi.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
Benghazi.bpl_Iteration1_Loop_6-phaseTemplate, sat, , , 984, 1459, 5003, 
Boulder.bpl_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
Boulder.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
BradleyMannaSipma-2005ICALP-Fig1-deterministic.bpl_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
BradleyMannaSipma-2005ICALP-Fig1-deterministic.bpl_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
BradleyMannaSipma-2005ICALP-Fig1-deterministic.bpl_Iteration1_Lasso_5-phaseTemplate, unsat, , , 3178, 5726, 7455, 
BradleyMannaSipma-2005ICALP-Fig1-deterministic.bpl_Iteration1_Lasso_6-phaseTemplate, unsat, , , 5517, 12459, 17525, 
BradleyMannaSipma-2005ICALP-Fig1-deterministic.bpl_Iteration1_Lasso_7-phaseTemplate, unsat, , , 5846, 14141, 20958, 
BradleyMannaSipma-2005ICALP-Fig1.bpl_Iteration1_Lasso_3-pieceTemplate, unsat, , , 17363, 29908, 42881, 
BradleyMannaSipma-2005ICALP-Fig1.bpl_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
Braverman-2006CAV-Ex1-int.bpl_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
Braverman-2006CAV-Ex1-int.bpl_Iteration1_Lasso_4-phaseTemplate, timeout, , , , , , 
Braverman-2006CAV-Ex1-int.bpl_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
Braverman-2006CAV-Ex1-int.bpl_Iteration1_Lasso_5-phaseTemplate, timeout, , , , , , 
Braverman-2006CAV-Ex1-int.bpl_Iteration1_Lasso_6-phaseTemplate, timeout, , , , , , 
Braverman-2006CAV-Ex1-int.bpl_Iteration1_Lasso_7-phaseTemplate, timeout, , , , , , 
Braverman-2006CAV-Ex1-int.bpl_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
Braverman-2006CAV-Ex1-int.bpl_Iteration1_Loop_4-phaseTemplate, timeout, , , , , , 
Braverman-2006CAV-Ex1-int.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
Braverman-2006CAV-Ex1-int.bpl_Iteration1_Loop_5-phaseTemplate, timeout, , , , , , 
Braverman-2006CAV-Ex1-int.bpl_Iteration1_Loop_6-phaseTemplate, timeout, , , , , , 
Braverman-2006CAV-Ex1-int.bpl_Iteration1_Loop_7-phaseTemplate, timeout, , , , , , 
Canberra.bpl_Iteration1_Lasso_2-pieceTemplate, unsat, , , 1273, 8396, 22340, 
Canberra.bpl_Iteration1_Lasso_3-pieceTemplate, unsat, , , 4921, 46891, 112066, 
Canberra.bpl_Iteration1_Lasso_4-pieceTemplate, unsat, , , 12512, 123319, 284595, 
Canberra.bpl_Iteration1_Lasso_6-phaseTemplate, unsat, , , 10796, 55207, 148216, 
Canberra.bpl_Iteration1_Lasso_7-phaseTemplate, unsat, , , 8577, 35850, 78639, 
Canberra.bpl_Iteration1_Loop_2-pieceTemplate, unsat, , , 1273, 8396, 22340, 
Canberra.bpl_Iteration1_Loop_3-pieceTemplate, unsat, , , 4921, 46891, 112066, 
Canberra.bpl_Iteration1_Loop_4-pieceTemplate, unsat, , , 12512, 123319, 284595, 
Canberra.bpl_Iteration1_Loop_6-phaseTemplate, unsat, , , 10631, 53965, 144714, 
Canberra.bpl_Iteration1_Loop_7-phaseTemplate, unsat, , , 8584, 35866, 78719, 
ChenFlurMukhopadhyay-2012SAS-Fig1.bpl_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
ChenFlurMukhopadhyay-2012SAS-Fig1.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
Collatz.bpl_Iteration1_Lasso_2-lexTemplate, unsat, , , 126, 65955, 138030, 
Collatz.bpl_Iteration1_Lasso_2-nestedTemplate, unsat, , , 81, 31578, 68652, 
Collatz.bpl_Iteration1_Lasso_2-phaseTemplate, unsat, , , 179, 53544, 99724, 
Collatz.bpl_Iteration1_Lasso_2-pieceTemplate, unsat, , , 937, 524833, 1021952, 
Collatz.bpl_Iteration1_Lasso_3-lexTemplate, unsat, , , 462, 340557, 686805, 
Collatz.bpl_Iteration1_Lasso_3-nestedTemplate, unsat, , , 125, 60827, 124575, 
Collatz.bpl_Iteration1_Lasso_3-phaseTemplate, unsat, , , 330, 96432, 174105, 
Collatz.bpl_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
Collatz.bpl_Iteration1_Lasso_4-lexTemplate, unsat, , , 475, 405528, 804045, 
Collatz.bpl_Iteration1_Lasso_4-nestedTemplate, unsat, , , 178, 99504, 197035, 
Collatz.bpl_Iteration1_Lasso_4-phaseTemplate, unsat, , , 684, 213348, 368384, 
Collatz.bpl_Iteration1_Lasso_5-nestedTemplate, unsat, , , 335, 232336, 459099, 
Collatz.bpl_Iteration1_Lasso_5-phaseTemplate, unsat, , , 1165, 454918, 862617, 
Collatz.bpl_Iteration1_Lasso_6-nestedTemplate, unsat, , , 324, 221560, 409761, 
Collatz.bpl_Iteration1_Lasso_6-phaseTemplate, unsat, , , 1262, 472642, 872073, 
Collatz.bpl_Iteration1_Lasso_7-nestedTemplate, unsat, , , 402, 290709, 534436, 
Collatz.bpl_Iteration1_Lasso_7-phaseTemplate, timeout, , , , , , 
Collatz.bpl_Iteration1_Lasso_affineTemplate, unsat, , , 46, 14018, 29854, 
Collatz.bpl_Iteration1_Loop_2-lexTemplate, unsat, , , 164, 66008, 237347, 
Collatz.bpl_Iteration1_Loop_2-nestedTemplate, unsat, , , 108, 31557, 122818, 
Collatz.bpl_Iteration1_Loop_2-phaseTemplate, unsat, , , 194, 53360, 158132, 
Collatz.bpl_Iteration1_Loop_2-pieceTemplate, unsat, , , 927, 407425, 1292012, 
Collatz.bpl_Iteration1_Loop_3-lexTemplate, unsat, , , 445, 248491, 941310, 
Collatz.bpl_Iteration1_Loop_3-nestedTemplate, unsat, , , 161, 60805, 220244, 
Collatz.bpl_Iteration1_Loop_3-phaseTemplate, unsat, , , 371, 100662, 292463, 
Collatz.bpl_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
Collatz.bpl_Iteration1_Loop_4-lexTemplate, timeout, , , , , , 
Collatz.bpl_Iteration1_Loop_4-nestedTemplate, unsat, , , 224, 99474, 345936, 
Collatz.bpl_Iteration1_Loop_4-phaseTemplate, unsat, , , 560, 157845, 441060, 
Collatz.bpl_Iteration1_Loop_4-pieceTemplate, memoryout, , , , , , 
Collatz.bpl_Iteration1_Loop_5-nestedTemplate, unsat, , , 306, 161667, 516775, 
Collatz.bpl_Iteration1_Loop_5-phaseTemplate, unsat, , , 2800, 352994, 1117804, 
Collatz.bpl_Iteration1_Loop_6-nestedTemplate, unsat, , , 389, 221451, 701819, 
Collatz.bpl_Iteration1_Loop_6-phaseTemplate, timeout, , , , , , 
Collatz.bpl_Iteration1_Loop_7-nestedTemplate, unsat, , , 472, 290579, 915129, 
Collatz.bpl_Iteration1_Loop_7-phaseTemplate, timeout, , , , , , 
Collatz.bpl_Iteration1_Loop_affineTemplate, unsat, , , 64, 13998, 53653, 
CookSeeZuleger-2013TACAS-Fig3.bpl_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
CookSeeZuleger-2013TACAS-Fig3.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
CookSeeZuleger-2013TACAS-Fig7a.bpl_Iteration1_Loop_2-pieceTemplate, timeout, , , , , , 
CookSeeZuleger-2013TACAS-Fig7a.bpl_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
CookSeeZuleger-2013TACAS-Fig7a.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
CookSeeZuleger-2013TACAS-Fig7b.bpl_Iteration1_Loop_2-pieceTemplate, unsat, , , 42916, 42339, 66865, 
CookSeeZuleger-2013TACAS-Fig7b.bpl_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
CookSeeZuleger-2013TACAS-Fig7b.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
CopenhagenWithTmp.bpl_Iteration1_Loop_3-pieceTemplate, sat, , , 782, 1422, 3197, 
CopenhagenWithTmp.bpl_Iteration1_Loop_4-pieceTemplate, sat, , , 5069, 8983, 13696, 
DecreasingInvariant.bpl_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
DecreasingInvariant.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
FourPhase.bpl_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
FourPhase.bpl_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
FourPhase.bpl_Iteration1_Lasso_7-phaseTemplate, sat, , , 2947, 6247, 10777, 
Garmisch.bpl_Iteration1_Loop_3-pieceTemplate, unsat, , , 15851, 18571, 17739, 
Garmisch.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
Gcd.bpl_Iteration1_Lasso_4-pieceTemplate, sat, , , 43527, 337731, 615096, 
GcdNew.bpl_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
GcdNew.bpl_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
GcdNew.bpl_Iteration1_Lasso_6-phaseTemplate, timeout, , , , , , 
GcdNew.bpl_Iteration1_Lasso_7-phaseTemplate, timeout, , , , , , 
Gcd_havoc.bpl_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
Gcd_havoc.bpl_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
Gothenburg.bpl_Iteration1_Lasso_4-pieceTemplate, unsat, , , 25295, 75047, 114794, 
Gulwani.bpl_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
Gulwani.bpl_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
Gulwani.bpl_Iteration1_Lasso_5-phaseTemplate, unsat, , , 6705, 31424, 44669, 
Gulwani.bpl_Iteration1_Lasso_6-phaseTemplate, unsat, , , 8826, 43661, 62100, 
Gulwani.bpl_Iteration1_Lasso_7-phaseTemplate, unsat, , , 11258, 54661, 76995, 
IncreasingSI.bpl_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
Khartoum.bpl_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
Khartoum.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
Lobnya-Boolean-Reordered.bpl_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
Lobnya-Boolean-Reordered.bpl_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
Lobnya-Boolean-Reordered.bpl_Iteration1_Loop_3-pieceTemplate, unsat, , , 13833, 41167, 72629, 
Lobnya-Boolean-Reordered.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
Lobnya-Boolean-Reordered.bpl_Iteration1_Loop_7-phaseTemplate, unsat, , , 12759, 39487, 61557, 
Madrid.bpl_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
Madrid.bpl_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
MenloPark.bpl_Iteration1_Lasso_2-pieceTemplate, timeout, , , , , , 
MenloPark.bpl_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
MenloPark.bpl_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
MultiPhase1.bpl_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
MultiPhase1.bpl_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
Mysore.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
Mysore2.bpl_Iteration1_Loop_3-pieceTemplate, unsat, , , 22460, 24908, 29861, 
Mysore2.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
NonTerminationDifficult.bpl_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
NonTerminationDifficult.bpl_Iteration1_Lasso_5-phaseTemplate, unsat, , , 60423, 31641, 52363, 
NonTerminationDifficult.bpl_Iteration1_Lasso_6-phaseTemplate, timeout, , , , , , 
NonTerminationDifficult.bpl_Iteration1_Lasso_7-phaseTemplate, timeout, , , , , , 
NoriSharma-2013FSE-Fig7.bpl_Iteration1_Loop_4-phaseTemplate, sat, , , 4256, 4452, 4581, 
NoriSharma-2013FSE-Fig7.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
NoriSharma-2013FSE-Fig7.bpl_Iteration1_Loop_7-phaseTemplate, sat, , , 3359, 4751, 7369, 
Nyala-TwoLex.bpl_Iteration1_Lasso_2-pieceTemplate, unsat, , , 4174, 18827, 36865, 
Nyala-TwoLex.bpl_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
Nyala-TwoLex.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
OpposedDisjuncts.bpl_Iteration1_Lasso_2-pieceTemplate, timeout, , , , , , 
OpposedDisjuncts.bpl_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
OpposedDisjuncts.bpl_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
OpposedDisjuncts.bpl_Iteration1_Lasso_6-phaseTemplate, timeout, , , , , , 
OpposedDisjuncts.bpl_Iteration1_Lasso_7-phaseTemplate, unsat, , , 6014, 39669, 53023, 
OpposedDisjuncts.bpl_Iteration1_Loop_2-pieceTemplate, timeout, , , , , , 
OpposedDisjuncts.bpl_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
OpposedDisjuncts.bpl_Iteration1_Loop_4-phaseTemplate, unsat, , , 2520, 4380, 13355, 
OpposedDisjuncts.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
OpposedDisjuncts.bpl_Iteration1_Loop_5-phaseTemplate, unsat, , , 10836, 26633, 78298, 
OpposedDisjuncts.bpl_Iteration1_Loop_6-phaseTemplate, timeout, , , , , , 
OpposedDisjuncts.bpl_Iteration1_Loop_7-phaseTemplate, timeout, , , , , , 
Rotation02.bpl_Iteration1_Lasso_3-pieceTemplate, unsat, , , 22588, 29601, 31493, 
Rotation02.bpl_Iteration1_Lasso_4-pieceTemplate, unsat, , , 38860, 91284, 98729, 
SanDiego.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
SantaBarbara01.bpl_Iteration1_Lasso_2-pieceTemplate, unsat, , , 18704, 20030, 12259, 
SantaBarbara01.bpl_Iteration1_Lasso_3-pieceTemplate, unsat, , , 16489, 29154, 23133, 
SantaBarbara01.bpl_Iteration1_Lasso_4-pieceTemplate, unsat, , , 30077, 68647, 64996, 
SantaBarbara02.bpl_Iteration1_Lasso_2-pieceTemplate, unsat, , , 21875, 21796, 19696, 
SantaBarbara02.bpl_Iteration1_Lasso_3-pieceTemplate, unsat, , , 18572, 30535, 29792, 
SantaBarbara02.bpl_Iteration1_Lasso_4-pieceTemplate, unsat, , , 30435, 71670, 95534, 
SyntaxSupportBooleans3.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
SyntaxSupportDisjunction1.bpl_Iteration1_Loop_4-pieceTemplate, sat, , , 24176, 75154, 93375, 
SyntaxSupportDisjunction4.bpl_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
SyntaxSupportDisjunction4.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
SyntaxSupportDivision1.bpl_Iteration1_Lasso_2-pieceTemplate, sat, , , 12856, 321526, 1334269, 
SyntaxSupportDivision1.bpl_Iteration1_Lasso_3-pieceTemplate, timeout, , , , , , 
SyntaxSupportDivision1.bpl_Iteration1_Lasso_4-lexTemplate, sat, , , 10883, 203262, 1375194, 
SyntaxSupportDivision1.bpl_Iteration1_Lasso_4-pieceTemplate, timeout, , , , , , 
SyntaxSupportDivision1.bpl_Iteration1_Lasso_5-phaseTemplate, sat, , , 9561, 130008, 837261, 
SyntaxSupportDivision1.bpl_Iteration1_Lasso_6-nestedTemplate, sat, , , 8073, 152357, 1177246, 
SyntaxSupportDivision1.bpl_Iteration1_Lasso_6-phaseTemplate, sat, , , 13226, 178017, 955286, 
SyntaxSupportDivision1.bpl_Iteration1_Lasso_7-nestedTemplate, sat, , , 7824, 157879, 1270665, 
SyntaxSupportDivision1.bpl_Iteration1_Lasso_7-phaseTemplate, timeout, , , , , , 
TelAviv-AmirMinimum.bpl_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
TelAviv-AmirMinimum.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
Thun.bpl_Iteration1_Loop_3-pieceTemplate, timeout, , , , , , 
Thun.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
ThunPower2.bpl_Iteration1_Loop_4-pieceTemplate, sat, , , 7226, 13478, 15778, 
TwoPhase.bpl_Iteration1_Loop_3-pieceTemplate, unsat, , , 10081, 13260, 17223, 
TwoPhase.bpl_Iteration1_Loop_4-pieceTemplate, timeout, , , , , , 
Wellington.bpl_Iteration1_Loop_4-pieceTemplate, sat, , , 2522, 5374, 9536, 
ZenoWithoutDivision.bpl_Iteration1_Lasso_4-pieceTemplate, unsat, , , 27006, 38659, 53487, 
ZenoWithoutDivision.bpl_Iteration1_Loop_4-pieceTemplate, unsat, , , 27006, 38659, 53487, 
